NOMBRE,REGION,PROVINCIA,CODIGO,INSTITUCION,DISTRITO,DIRECCIÓN,latitude,longitude
CLINICA AUNA GUARDIA CIVIL,LIMA,LIMA,27320,PRIVADO,,CLINICA AUNA GUARDIA CIVIL LIMA LIMA,-12.0922465,-77.0090463
CLINICA HUANUCO E-I-R-LTDA.,HUANUCO,HUANUCO,11592,PRIVADO,HUANUCO,JR.CONSTITUCION N 980 HUANUCO HUANUCO,-9.9292225,-76.2352252
CLINICA SAN LUIS ASISTENCIAL DOCENTE S.R.L.,LA LIBERTAD,TRUJILLO,21009,PRIVADO,TRUJILLO,AVENIDA DEL EJERCITO N° 1175 URBANIZACION EL MOLINO TRUJILLO LA LIBERTAD,-8.097527699999999,-79.0180882
Hospital I Marino Molina Scippa - EsSalud,LIMA,LIMA,27565,ESSALUD,,Hospital I Marino Molina Scippa - EsSalud LIMA LIMA,-11.943613800000001,-77.05763950000001
CLINICA SAN FERNANDO E.I.R.L,CAJAMARCA,JAEN,15269,PRIVADO,JAEN,MARISCAL CASTILLA N 820 JAEN CAJAMARCA,-5.7038246,-78.80975269999998
CLINICA PROSALUD,PUNO,PUNO,9683,PRIVADO,PUNO,JR JOSE CARLOS MARIATEGUI 253 PUNO PUNO,-15.833106200000001,-70.02168160000001
CENTRO DE ATENCION PRIMARIA II SAN IGNACIO,CAJAMARCA,SAN IGNACIO,10299,ESSALUD,SAN IGNACIO,AV.SAN IGNACIO 425 SAN IGNACIO CAJAMARCA,-5.1461517,-79.0009417
HOSPITAL BELLAVISTA,SAN MARTIN,BELLAVISTA,6502,GOB REGIONAL,BELLAVISTA,JR. ANCASH-CRUCE CON APURIMAC BELLAVISTA SAN MARTIN,-7.058922099999998,-76.5933967
ESPINAR - ESSALUD,CUSCO,ESPINAR,10061,ESSALUD,ESPINAR,CALLE 22 DE FEBRERO Y SAN PEDRO N°108  YAURI  ESPINAR  CUSCO ESPINAR CUSCO,-14.792369,-71.4128571
CAS URUBAMBA -ESSALUD,CUSCO,URUBAMBA,10060,ESSALUD,URUBAMBA,AV. 9 DE NOVIEMBRE SN  URUBAMBA  URUBAMBA  CUSCO URUBAMBA CUSCO,-13.308205,-72.1121837
ZUÑIGA,LIMA,CAÑETE,6019,GOB REGIONAL,ZUÑIGA,JIRÓN JR. BERNARDO ALCEDO SN NÚMERO SN DISTRITO ZUIGA PROVINCIA CAETE DEPARTAMENTO LIMA  CAETE LIMA,-12.084166499999998,-77.09513640000002
HOSPITAL PRIVADO REFERENCIAL DOCENTE TUMÁN,LAMBAYEQUE,CHICLAYO,7322,PRIVADO,TUMAN,BLOCK 10 SN TUMAN CHICLAYO LAMBAYEQUE,-6.7469921,-79.6988921
ACOMAYO,CUSCO,ACOMAYO,2317,GOB REGIONAL,ACOMAYO,AVENIDA AVENIDA FRANCISCO BOLOGNESI SN  ACOMAYO  ACOMAYO  CUSCO SN AVENIDA FRANCISCO BOLOGNESI SN  ACOMAYO  ACOMAYO  CUSCO ACOMAYO ACOMAYO CUSCO  ACOMAYO CUSCO,-13.919276000000002,-71.683763
INSTITUTO PERUANO DE OFTALMOLOGIA,PIURA,PIURA,16363,ESSALUD,CASTILLA,AV. UNIVERSITARIA SN PIURA PIURA,-12.0684832,-77.0783849
PEDRO SANCHEZ MEZA,JUNIN,CHUPACA,646,GOB REGIONAL,CHUPACA,JIRÓN RUFINO ECHENIQUE N 560 -690 JR. RUFINO ECHENIQUE N 560 -690 CHUPACA CHUPACA JUNIN  CHUPACA JUNIN,-12.0561522,-75.2858208
SAN JERONIMO,CUSCO,CUSCO,2300,GOB REGIONAL,SAN JERONIMO,AVENIDA AVENIDA MANCO CPAC SN  SAN JERÓNIMO  CUSCO  CUSCO SN AVENIDA MANCO CPAC SN  SAN JERÓNIMO  CUSCO  CUSCO SAN JERONIMO CUSCO CUSCO  CUSCO CUSCO,-13.5461862,-71.88960870000001
OCONGATE,CUSCO,QUISPICANCHI,2536,GOB REGIONAL,OCONGATE,CALLE CALLE LAGUNILLAS SN  OCONGATE  QUISPICANCHI  CUSCO SN CALLE LAGUNILLAS SN  OCONGATE  QUISPICANCHI  CUSCO OCONGATE QUISPICANCHI CUSCO  QUISPICANCHI CUSCO,-12.0817493,-76.9431895
QUIQUIJANA,CUSCO,QUISPICANCHI,2538,GOB REGIONAL,QUIQUIJANA,OTROS CALLAPAMPA  QUIQUIJANA  QUISPICANCHI  CUSCO CALLAPAMPA  QUIQUIJANA  QUISPICANCHI  CUSCO QUIQUIJANA QUISPICANCHI CUSCO  QUISPICANCHI CUSCO,-13.8262541,-71.5401821
OROPESA,CUSCO,QUISPICANCHI,2537,GOB REGIONAL,OROPESA,CALLE CALLE GARCILASO SN  OROPESA  QUISPICANCHI  CUSCO SN CALLE GARCILASO SN  OROPESA  QUISPICANCHI  CUSCO OROPESA QUISPICANCHI CUSCO  QUISPICANCHI CUSCO,-13.602770000000001,-71.7676089
PARURO,CUSCO,PARURO,2499,GOB REGIONAL,PARURO,CALLE CALLE ALFONSO UGARTE SN  PARURO  PARURO  CUSCO SN CALLE ALFONSO UGARTE SN  PARURO  PARURO  CUSCO PARURO PARURO CUSCO  PARURO CUSCO,-12.1281106,-76.98229079999999
PAUCARTAMBO,CUSCO,PAUCARTAMBO,2510,GOB REGIONAL,PAUCARTAMBO,AVENIDA AVENIDA ENRIQUE YÁBAR SN  PAUCARTAMBO  PAUCARTAMBO  CUSCO SN AVENIDA ENRIQUE YÁBAR SN  PAUCARTAMBO  PAUCARTAMBO  CUSCO PAUCARTAMBO PAUCARTAMBO CUSCO  PAUCARTAMBO CUSCO,-13.314010199999998,-71.5931657
HUANCARANI,CUSCO,PAUCARTAMBO,2520,GOB REGIONAL,HUANCARANI,AVENIDA AVENIDA PRINCIPAL SN  HUANCARANI  PAUCARTAMBO  CUSCO SN AVENIDA PRINCIPAL SN  HUANCARANI  PAUCARTAMBO  CUSCO HUANCARANI PAUCARTAMBO CUSCO  PAUCARTAMBO CUSCO,-13.5032144,-71.65455940000001
URCOS,CUSCO,QUISPICANCHI,2523,GOB REGIONAL,URCOS,JIRÓN JIRÓN TUPAC AMARU SN  URCOS  QUISPICANCHI  CUSCO SN JIRÓN TUPAC AMARU SN  URCOS  QUISPICANCHI  CUSCO URCOS QUISPICANCHI CUSCO  QUISPICANCHI CUSCO,-12.088127,-77.0013
LA ESPERANZA,TACNA,TACNA,2883,GOB REGIONAL,ALTO DE LA ALIANZA,AVENIDA AV.JORGE BASADRE N1100 AV.JORGE BASADRE N1100 ALTO DE LA ALIANZA TACNA TACNA  TACNA TACNA,-18.0128248,-70.2359672
